object,split,label,image,mask
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0031.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0032.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0033.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0034.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0035.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0036.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0037.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0038.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0039.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0040.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0041.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0042.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0043.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0044.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0045.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0046.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0047.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0048.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0049.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0050.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0051.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0052.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0053.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0054.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0055.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0056.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0057.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0058.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0059.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0060.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0061.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0062.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0063.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0064.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0065.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0066.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0067.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0068.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0069.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0070.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0071.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0072.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0073.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0074.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0075.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0076.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0077.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0078.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0079.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0080.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0081.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0082.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0083.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0084.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0085.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0086.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0087.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0088.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0089.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0090.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0091.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0092.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0093.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0094.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0095.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0096.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0097.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0098.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0099.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0100.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0101.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0102.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0103.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0104.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0105.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0106.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0107.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0108.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0109.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0110.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0111.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0112.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0113.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0114.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0115.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0116.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0117.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0118.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0119.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0120.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0121.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0122.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0123.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0124.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0125.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0126.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0127.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0128.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0129.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0130.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0131.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0132.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0133.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0134.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0135.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0136.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0137.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0138.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0139.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0140.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0141.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0142.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0143.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0144.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0145.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0146.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0147.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0148.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0149.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0150.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0151.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0152.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0153.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0154.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0155.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0156.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0157.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0158.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0159.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0160.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0161.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0162.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0163.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0164.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0165.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0166.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0167.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0168.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0169.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0170.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0171.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0172.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0173.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0174.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0175.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0176.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0177.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0178.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0179.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0180.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0181.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0182.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0183.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0184.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0185.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0186.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0187.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0188.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0189.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0190.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0191.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0192.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0193.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0194.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0195.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0196.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0197.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0198.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0199.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0200.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0201.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0202.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0203.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0204.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0205.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0206.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0207.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0208.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0209.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0210.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0211.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0212.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0213.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0214.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0215.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0216.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0217.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0218.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0219.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0220.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0221.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0222.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0223.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0224.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0225.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0226.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0227.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0228.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0229.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0230.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0231.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0232.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0233.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0234.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0235.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0236.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0237.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0238.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0239.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0240.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0241.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0242.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0243.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0244.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0245.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0246.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0247.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0248.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0249.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0250.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0251.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0252.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0253.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0254.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0255.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0256.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0257.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0258.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0259.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0260.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0261.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0262.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0263.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0264.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0265.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0266.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0267.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0268.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0269.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0270.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0271.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0272.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0273.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0274.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0275.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0276.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0277.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0278.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0279.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0280.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0281.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0282.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0283.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0284.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0285.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0286.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0287.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0288.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0289.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0290.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0291.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0292.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0293.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0294.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0295.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0296.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0297.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0298.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0299.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0300.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0301.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0302.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0303.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0304.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0305.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0306.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0307.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0308.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0309.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0310.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0311.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0312.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0313.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0314.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0315.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0316.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0317.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0318.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0319.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0320.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0321.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0322.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0323.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0324.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0325.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0326.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0327.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0328.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0329.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0330.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0331.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0332.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0333.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0334.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0335.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0336.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0337.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0338.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0339.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0340.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0341.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0342.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0343.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0344.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0345.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0346.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0347.jpg,
pcb1,train,normal,pcb1/Data/Images/Normal/pcb1_train_0348.jpg,
